ccg,group,postcode,practice_name,address,list_size,brick,
 South Lincolnshire ,GP PRACTICE DISPENSING,PE12 9LP,DR BOOTH & PARTNERS,RAILWAY LANE NORTH,15600,PE12,441406350217
 West Norfolk ,GP PRACTICE DISPENSING,PE14 9BT,UPWELL HEALTH CENTRE,TOWNLEY CLOSE,9600,PE37,441945773671
 West Norfolk ,GP PRACTICE DISPENSING,PE32 2NW,LITCHAM HEALTH CENTRE,MANOR DRIVE,3500,PE37,441328701568
 Cambs and Peterborough ,GP SURGERY,PE7 3JL,YAXLEY GROUP PRACTICE,THE HEALTH CENTRE,15389,PE07,441733240478
 Kernow ,GP PRACTICE DISPENSING,PL15 9HH,LAUNCESTON MEDICAL CENTRE,LANDLAKE ROAD,17500,PL15,441566772131
 Kernow ,GP PRACTICE DISPENSING,PL26 6UE,MEVAGISSEY SURGERY,RIVER STREET,5340,PL25,441726843701
 North East West Devon,GP PRACTICE DISPENSING,PL8 2EA,YEALM MEDICAL CENTRE,MARKET STREET,5400,PL09,441752880567
 Cambs and Peterborough ,GP PRACTICE DISPENSING,SG8 7BS,ROYSTON HEALTH CENTRE,MELBOURN STREET,11257,SG08,441763242981
 Swindon ,GP PRACTICE DISPENSING,SN4 9LW,RIDGEWAY VIEW FAMILY PRACTICE,WROUGHTON HEALTH CENTRE,11000,SN04,441793812221
 Southend ,GP PRACTICE DISPENSING,SS3 0HX,WAKERING MEDICAL CENTRE,HIGH STREET,10325,SS03,441702216545
 Kernow ,GP PRACTICE DISPENSING,TR4 8QS,DR BOLTON & PARTNERS,CHACEWATER HEALTH CENTRE,5668,TR01,441872560346
 Somerset ,GP PRACTICE DISPENSING,TA5 2HB,DR MACADAM & PARTNERS,CANNINGTON HEALTH CENTRE,5300,TA06,441278652335
 Gloucestershire ,GP SURGERY,GL13 9BL,MARYBROOK MEDICAL CENTRE,MARYBROOK STREET,5000,GL02,441453810228
 South Eastern Hants ,GP PRACTICE DISPENSING,PO7 6NR,THE DENMEAD PRACTICE,DENMEAD HEALTH CENTRE,9140,PO07,442392239630
 South Devon and Torbay ,GP SURGERY,TQ12 5DJ,DR D'ARCY & PARTNERS,KINGSKERSWELL HEALTH CENTRE,10200,TQ12,441803874455
 Ipswich East Suffolk ,GP PRACTICE DISPENSING,IP23 7DD,THE EYE HEALTH CENTRE,CASTLETON WAY,5900,IP14,441379870689
 Oxfordshire ,GP PRACTICE DISPENSING,RG8 0QL,GORING & WOODCOTE MEDICAL PRACTICE,WAYSIDE GREEN,9600,OX10,441491680686
 Kernow ,GP PRACTICE DISPENSING,PL31 2LB,CARNEWATER PRACTICE,DENNISON ROAD,11300,PL31,441208269988
 North Somerset ,GP SURGERY,BS49 4ER,MENDIP VALE MEDICAL PRACTICE,155 MENDIP ROAD,12200,BS48,441934839820
 Dorset ,GP SURGERY,BH20 4PG,WAREHAM SURGERY,STRECHE ROAD,8000,BH20,441929553444
 Gloucestershire ,GP PRACTICE DISPENSING,GL15 4RS,"DRS ANDREW, EDWARDS, HAYES & CLEARY",YORKLEY HEALTH CENTRE,7532,GL15,441594562437
 Newbury and District ,GP PRACTICE DISPENSING,RG20 5QX,KINGSCLERE MEDICAL PRACTICE,NORTH STREET,5600,RG18,441635296000
 South Norfolk ,GP SURGERY,NR18 0RF,WYMONDHAM MEDICAL PRACTICE,WYMONDHAM MEDICAL CENTRE,18500,NR17,441953602220
 Somerset ,GP SURGERY,BA5 1XJ,WELLS HEALTH CENTRE,PRIORY MEDICAL CENTRE,11200,BA04,441749672137
 Castle Point Rochford ,GP SURGERY,SS5 6JH,RIVERSIDE MEDICAL CENTRE,175 FERRY ROAD,7000,SS05,441702230555
 Norwich ,GP SURGERY,NR2 3QX,BACON ROAD MEDICAL CENTRE,16 BACON ROAD,4700,NR02,441603503917
 Lincolnshire West ,GP PRACTICE DISPENSING,LN4 3EZ,CHURCH WALK SURGERY,DRURY STREET,4000,LN05,441526320522
 Castle Point Rochford ,GP SURGERY,SS8 9SU,THIRD AVENUE HEALTH CENTRE,THIRD AVENUE,8000,SS08,441268683758
 West Hampshire ,GP SURGERY,SO52 9EP,NORTH BADDESLEY GROUP PRACTICE,NORTH BADDESLEY HEALTH CENTRE,7000,SO51,442380743401
 Camden ,GP SURGERY,WC1E 6BN,GOWER PLACE GROUP PRACTICE,3 GOWER PLACE,13000,WC01,442073876306
 Southwark ,GP SURGERY,SE16 6AE,SURREY DOCKS HEALTH CENTRE,12-13 BLONDIN WAY,11000,SE16,442030497444
 Tower Hamlets ,GP SURGERY,E14 6PG,CHRISP STREET HEALTH CENTRE,100 CHRISP STREET,13300,EZ14,442075154860
 Swindon ,GP SURGERY,SN25 4YZ,ABBEY MEADS MEDICAL GROUP,ABBEY MEADS VILLAGE CENTRE,20700,SN25,441793706030
 West Hampshire ,GP SURGERY,SO45 4JA,FORESTSIDE MEDICAL PRACTICE,BEAULIEU ROAD,10700,SO45,442380844546
 North East West Devon,GP SURGERY,EX34 8EG,WATERSIDE PRACTICE,THE MEDICAL CENTRE,10110,EX34,441271863840
 North West Surrey ,GP SURGERY,KT13 8DW,CHURCH STREET PRACTICE,WEYBRIDGE PRIMARY CARE CENTRE,13070,KT13,441932826023
 Ipswich East Suffolk ,GP SURGERY,IP4 2PZ,ORCHARD MEDICAL PRACTICE,ORCHARD STREET,11000,IP04,441473213261
 North West Surrey ,GP SURGERY,KT12 3LB,DR SILLICK & PARTNERS,WALTON HEALTH CENTRE,8300,KT12,441932414139
 High Weald Lewes Havens,GP SURGERY,BN9 9PW,QUAYSIDE MEDICAL PRACTICE,CHAPEL STREET,9000,BN09,441273615000
 Redbridge ,GP SURGERY,E18 2QS,THE ELMHURST PRACTICE,SOUTH WOODFORD HEALTH CENTRE,5102,EZ18,442084913310
 Norwich ,GP SURGERY,NR2 4BX,WEST POTTERGATE MEDICAL PRACTICE,THE HEALTH CENTRE,4500,NR02,441603513333
 West Suffolk ,GP PRACTICE DISPENSING,IP22 4WG,THE PARISH FIELDS PRACTICE,THE HEALTH CENTRE,7800,IP22,441379642023
 Redbridge ,GP SURGERY,E18 2QS,QUEEN MARY'S PRACTICE,SOUTH WOODFORD HEALTH CENTRE,3885,EZ18,442084913303
 High Weald Lewes Havens,GP SURGERY,BN9 9PW,DR KNOX & PARTNERS,CHAPEL STREET,6200,BN09,441273517000
 North East West Devon,GP SURGERY,EX39 3AF,BIDEFORD MEDICAL CENTRE,ABBOTSHAM ROAD,14750,EX39,441237476363
 Ipswich East Suffolk ,GP SURGERY,IP4 2PU,DRS SOLWAY & WHALE,ORCHARD ST HEALTH CENTRE,4950,IP04,441473213261
 Cambs and Peterborough ,GP SURGERY,PE15 9BF,CORNERSTONE PRACTICE,26 ELWYN ROAD,9883,PE16,441354606300
 North East West Devon,GP SURGERY,PL7 1AD,PATHFIELDS PRACTICE,PLYMPTON HEALTH CENTRE,8300,PL07,441752341474
 Kernow ,GP SURGERY,TR7 1RU,NEWQUAY HEALTH CENTRE,ST. THOMAS ROAD,16058,TR07,441637850002
 Swindon ,GP SURGERY,SN1 3EF,HERMITAGE SURGERY,DAMMAS LANE,4000,SN01,441793512741
 Swindon ,GP SURGERY,SN1 1ED,WHALEBRIDGE PRACTICE,CARFAX STREET HEALTH CENTRE,10000,SN01,441793692933
 Cambs and Peterborough ,GP SURGERY,PE15 8BG,THE RIVERSIDE PRACTICE,23 MARYLEBONE ROAD,6934,PE16,441354661922
 North Somerset ,GP SURGERY,BS21 6DG,CLEVEDON MEDICAL CENTRE,OLD STREET,16349,BS21,441275335666
 Kernow ,GP SURGERY,TR11 2LH,FALMOUTH HEALTH CENTRE PRACTICE,TREVAYLOR ROAD,8300,TR11,441326210090
 North East West Devon,GP SURGERY,PL7 1AD,BEACON MEDICAL GROUP,MUDGE WAY,33200,PL07,441752346634
 North East West Devon,GP SURGERY,EX8 2JF,CLAREMONT MEDICAL PRACTICE,EXMOUTH HEALTH CENTRE,12000,EX08,441395273666
 North West Surrey ,GP SURGERY,KT14 6DH,WEY FAMILY PRACTICE,WEST BYFLEET HEALTH CENTRE,10000,KT14,441932336880
 South Norfolk ,GP SURGERY,NR5 9HA,TRINITY AND BOWTHORPE MEDICAL PRACTICE,BOWTHORPE MAIN CENTRE,10000,NR05,441603748266
 Norwich ,GP SURGERY,NR3 4LF,THE MAGDALEN MEDICAL PRACTICE,LAWSON ROAD,13500,NR03,441603477701
 Gloucestershire ,GP PRACTICE DISPENSING,GL14 2AN,FOREST HEALTH CARE,THE HEALTH CENTRE,7800,GL14,441594820820
 West Suffolk ,GP PRACTICE DISPENSING,IP22 4WG,THE LAWNS MEDICAL PRACTICE,DISS HEALTH CENTRE,6421,IP22,441379642021
 North West Surrey ,GP SURGERY,KT12 3LB,THE WHITE PRACTICE,WALTON HEALTH CENTRE,3400,KT12,441932414153
 North West Surrey ,GP SURGERY,KT14 6DH,MADEIRA MEDICAL,WEST BYFLEET HEALTH CENTRE,8230,KT14,441932340484
 North West Surrey ,GP SURGERY,KT14 6DH,PARISHES BRIDGES MEDICAL PRACTICE,WEST BYFLEET HEALTH CENTRE,11138,KT14,441932336933
 Somerset ,GP SURGERY,BA6 9DD,GLASTONBURY HEALTH CENTRE,THE HEALTH CENTRE,6400,BA06,441458834100
 North East West Devon,GP SURGERY,EX8 2JF,ROLLE MEDICAL PARTNERSHIP,EXMOUTH HEALTH CENTRE,11800,EX08,441395226530
 Coastal West Sussex ,GP SURGERY,BN17 5JR,FITZALAN MEDICAL GROUP PRACTICE,FITZALAN MEDICAL CENTRE,14000,BN17,441903735200
 Coastal West Sussex ,GP SURGERY,BN43 5US,ADUR MEDICAL GROUP,SHOREHAM HEALTH CENTRE,7500,BN43,441273466052
 Aylesbury Vale ,GP PRACTICE DISPENSING,MK18 1JP,VERNEY CLOSE SURGERY,VERNEY CLOSE,8700,MK18,441280822777
 Bedfordshire ,GP SURGERY,MK45 2SB,GREENSAND SURGERY,THE HEALTH CENTRE,7500,MK45,441525631390
 South Lincolnshire ,GP PRACTICE DISPENSING,PE10 9XR,HEREWARD MEDICAL CENTRE,EXETER STREET,12500,PE11,441778393399
 Fareham and Gosport ,GP SURGERY,PO16 7ER,DR WEBSTER & PARTNERS,THE HEALTH CENTRE,16000,PO16,441329823456
 East and N Herts ,GP SURGERY,SG1 4LH,THE ST NICHOLAS PRACTICE,ST NICHOLAS HEALTH CENTRE,11469,SG01,441438747064
 Coastal West Sussex ,GP SURGERY,BN43 5US,CHURCH VIEW SURGERY,SHOREHAM HEALTH CENTRRE,7221,BN43,441273466043
 East and N Herts ,GP SURGERY,SG1 4LQ,CANTERBURY WAY SURGERY,91A CANTERBURY WAY,2600,SG01,441438316646
 South Lincolnshire ,GP PRACTICE DISPENSING,PE10 9BT,BOURNE GALLETLY MEDICAL PRACTICE,THE SURGERY,10885,PE11,441778562200
 Bedfordshire ,GP PRACTICE DISPENSING,MK45 2TG,HOUGHTON CLOSE SURGERY,1 HOUGHTON CLOSE,10223,MK45,441525300898
 North Somerset ,GP SURGERY,BS22 6HB,WORLE MEDICAL PRACTICE,WORLE HEALTH CENTRE,4500,BS22,441934516789
 East and N Herts ,GP PRACTICE DISPENSING,SG1 3HT,DR ROBERTS & PARTNERS,KING GEORGE SURGERY,15700,SG01,441438361111
 Bristol ,GP SURGERY,BS11 9SB,SHIREHAMPTON GROUP PRACTICE,SHIREHAMPTON HEALTH CENTRE,10750,BS11,441179162226
 Somerset ,GP SURGERY,BA16 0ET,DR VRIEND & PARTNERS,VINE SURGERY,4229,BA06,441458841122
 Medway ,GP SURGERY,ME2 4UW,APEX MEDICAL PRACTICE,1ST FLOOR,7013,ME02,441634720220
 Medway ,GP SURGERY,ME2 4UW,SYDENHAM HOUSE MEDICAL CENTRE,GUN LANE,15700,ME02,441634727888
 Medway ,GP SURGERY,ME2 4DG,ST MARYS MEDICAL CENTRE,VICARAGE ROAD,7205,ME02,441634291266
 Milton Keynes ,GP SURGERY,MK12 5DF,WOLVERTON HEALTH CENTRE,GLOUCESTER ROAD,15500,MK11,441908222954
 Lincolnshire West ,GP SURGERY,LN6 9AY,RICHMOND MEDICAL CENTRE,MOOR LANE,8950,LN06,441522500240
 Sutton ,GP SURGERY,SM1 2RJ,DR SEYAN & PARTNERS,ROBIN HOOD LANE HEALTH CENTRE,11152,SM01,442084073637
 City and Hackney ,GP SURGERY,E5 9DH,HEALY MEDICAL CENTRE,200 UPPER CLAPTON ROAD,6000,EZ05,442088061550
 Gloucestershire ,GP PRACTICE DISPENSING,GL18 1BA,NEWENT DOCTORS PRACTICE,THE HOLTS HEALTH CENTRE,10600,GL14,441531820689
 Medway ,PRISON SURGERY,ME1 3QS,HMP/YOI ROCHESTER,MEDICAL CENTRE,0,ME01,441634803100
 Camden ,HOSPITAL,WC1N 3JH,GREAT ORMOND STREET HOSPITAL,GREAT ORMOND STREET,0,WC01,442074059200
 Camden ,GP SURGERY,NW5 2BX,JAMES WIGG PRACTICE,KENTISH TOWN HEALTH CENTRE,25000,NW05,442074284555
 Bracknell and Ascot ,GP SURGERY,SL5 0AE,KINGS CORNER SURGERY,KINGS ROAD,7500,SL05,441344623181
 Dorset ,GP SURGERY,DT4 0HB,LANEHOUSE SURGERY,LUDLOW ROAD,2935,DT04,441305785681
 Wiltshire ,GP SURGERY,SN10 2BU,THE LANDSDOWNE SURGERY,WAIBLINGEN WAY,8075,SN10,441380722278
 Mid Essex ,GP SURGERY,CM7 9AA,ST LAWRENCE MEDICAL PRACTICE,4 BOCKING END,11500,CM07,441376552474
 Islington ,GP SURGERY,N1 5HZ,THE LAWSON PRACTICE,85 NUTTALL STREET,13000,NZ01,442035386044
 West Norfolk ,GP PRACTICE DISPENSING,PE32 2JQ,GREAT MASSINGHAM SURGERY,STATION ROAD,5800,PE37,441485520521
 Central London ,PRIVATE HOSPITAL,W1G 6BW,THE LONDON CLINIC,20 DEVONSHIRE PLACE,0,WZ01,442079354444
 Tower Hamlets ,HOSPITAL,E1 4DG,MILE END HOSPITAL (ACUTE/COMMUNITY),275 BANCROFT ROAD,0,EZ01,442073777000
 Tower Hamlets ,HOSPITAL,E1 1BB,THE ROYAL LONDON HOSPITAL (ACUTE/COMMUNI,WHITECHAPEL ROAD,0,EZ01,442073777000
 West Kent ,HOSPITAL,ME16 9QQ,MAIDSTONE HOSPITAL (ACUTE/COMMUNITY),HERMITAGE LANE,0,ME19,441622729000
 Herts Valleys ,GP SURGERY,AL1 3JB,THE MALTINGS SURGERY,8-10 VICTORIA STREET,18000,AL01,441727855500
 Lambeth ,GP SURGERY,SW4 7DB,THE CLAPHAM FAMILY PRACTICE,MARY SEACOLE CENTRE,16000,SW04,442030496600
 Lambeth ,GP SURGERY,SW4 6EB,DR SANTAMARIA & PARTNER,MANOR HEALTH CENTRE,3200,SW04,442074116877
 Kernow ,GP PRACTICE DISPENSING,TR10 8HX,DR PAXTON & PARTNERS,THE PENRYN SURGERY,14600,TR11,441326372502
 Oxfordshire ,GP SURGERY,OX3 9BP,THE MANOR SURGERY,OSLER ROAD,14000,OX03,441865762535
 Southwark ,HOSPITAL,SE5 8AZ,MAUDSLEY HOSPITAL,DENMARK HILL,0,SE05,442032286000
 South West Lincs ,MINISTRY OF DEFENCE,NG34 8HB,RAF CRANWELL,REGIONAL HEALTH CENTRE,1000,NG34,441400261201
 Oxfordshire ,MINISTRY OF DEFENCE,OX10 6AA,RAF BENSON,STATION MEDICAL CENTRE,0,OX10,441491837766
 West Norfolk ,MINISTRY OF DEFENCE,PE33 9NP,RAF MARHAM,MEDICAL CENTRE,1000,PE37,441760337951
 Swindon ,MINISTRY OF DEFENCE,SN6 8LA,DEFENCE ACADEMY SHRIVENHAM,DEFENCE ACADEMY MEDICAL FACILITY,0,SN06,441793785552
 Wiltshire ,MINISTRY OF DEFENCE,SP4 8QY,GARRISON MEDICAL CENTRE,LARKHILL,3500,SP04,441980845423
 Lincolnshire West ,MINISTRY OF DEFENCE,LN1 2ST,RAF - SCAMPTON,MEDICAL CENTRE,0,LN01,
 Dorset ,GP SURGERY,BH23 8AD,DR SAVAGE & PARTNERS,TWIN OAKS MEDICAL CENTRE,4060,BH23,441425672741
 Eastbourne Hailsham ,GP SURGERY,BN24 5DZ,STONECROSS SURGERY,MIMRAM ROAD,12000,BN26,441323761461
 Bristol ,GP SURGERY,BS11 0QE,RIDINGLEAZE MEDICAL CENTRE,RIDINGLEAZE,6600,BS11,441179822693
 Kernow ,GP SURGERY,EX23 9BP,STRATTON MEDICAL CENTRE,HOSPITAL ROAD,13000,EX23,441288352133
 North East West Devon,GP SURGERY,EX31 2PG,DR QUINTON-TULLOCH & PARTNERS,FREMINGTON MEDICAL CENTRE,6250,EX31,441271376655
 Hillingdon ,MINISTRY OF DEFENCE,HA4 6NG,RAF NORTHOLT,REGIONAL MEDICAL CENTRE,1000,HA04,442088338356
 Hillingdon ,GP SURGERY,HA4 6ER,THE WOOD LANE MEDICAL CENTRE,2A WOOD LANE,11400,HA04,441895632677
 Harrow ,GP SURGERY,HA7 1HS,DR GOULD & PARTNERS,THE STANMORE MEDICAL CENTRE,12600,HA07,442089513888
 Nene ,GP PRACTICE DISPENSING,NN11 6XN,DR BONE & PARTNERS,BYFIELD MEDICAL CENTRE,7800,NN11,441327265841
 Corby ,GP SURGERY,NN17 1TR,LAKESIDE SURGERY,FOREST GATE ROAD,48000,NN17,441536206789
 Horsham and Mid Sussex ,GP SURGERY,RH16 2HX,DR READER & PARTNERS,LINDFIELD MEDICAL CENTRE,11000,RH16,441444484056
 Windsor Ascot Maidenhead,GP SURGERY,SL6 9HX,COOKHAM MEDICAL CENTRE,LOWER ROAD,8004,SL06,441628810242
 Windsor Ascot Maidenhead,GP SURGERY,TW20 9QN,THE GROVE MEDICAL CENTRE,THE GROVE,15000,TW20,441784433159
 Hillingdon ,GP SURGERY,UB8 3PH,THE MEDICAL CENTRE,KINGSTON LANE,11320,UB08,441895234426
 Crawley ,GP SURGERY,RH11 8XT,BEWBUSH MEDICAL CENTRE,BEWBUSH PLACE,6200,RH11,441293592230
 Oxfordshire ,GP PRACTICE DISPENSING,OX10 9DU,WALLINGFORD MEDICAL PRACTICE,READING ROAD,16329,OX10,441491835577
 South Lincolnshire ,GP PRACTICE DISPENSING,PE11 4NL,GOSBERTON MEDICAL CENTRE,LOWGATE,6422,PE11,441775840204
 Gloucestershire ,GP SURGERY,GL7 3RY,DR THOMSON & PARTNERS,LECHLADE MEDICAL CENTRE,4514,GL07,441367252264
 Wiltshire ,MINISTRY OF DEFENCE,BA12 0DJ,WARMINSTER PRIMARY HEALTH CENTRE,LAND WARFARE TRAINING CENTRE,0,BA12,441985222648
 Lincolnshire West ,MINISTRY OF DEFENCE,LN4 4SY,RAF CONINGSBY,MEDICAL CENTRE,100,LN05,441526347217
 Hillingdon ,MINISTRY OF DEFENCE,HA6 3HP,NORTHWOOD HQ,MEDICAL CENTRE,0,HA06,441923957180
 Wandsworth ,GP SURGERY,SW18 4DD,WANDSWORTH MEDICAL CENTRE,90-92 GARRATT LANE,13288,SW18,442030062741
 Chiltern ,MINISTRY OF DEFENCE,HP14 4UE,RAF HIGH WYCOMBE,MEDICAL CENTRE,0,HP12,441494461461
 Mid Essex ,GP PRACTICE DISPENSING,CM3 6AH,DENGIE MEDICAL PARTNERSHIP,IMPERIAL AVENUE,5500,CM03,441621742233
 Central London ,MINISTRY OF DEFENCE,SW1E 6HQ,WELLINGTON BARRACKS,MEDICAL CENTRE,0,SW01,442074143471
 Nene ,GP SURGERY,NN8 1LT,ABBEY MEDICAL PRACTICE,MANNOCK MEDICAL CENTRE,16500,NN08,441933233200
 Nene ,GP SURGERY,NN8 1LT,CASTLEFIELDS SURGERY,THE MANNOCK MEDICAL CENTRE,4000,NN08,441933233270
 Norwich ,GP SURGERY,NR3 3DL,OAK STREET MEDICAL PRACTICE,OAK STREET,9000,NR03,441603613431
 Dorset ,MINISTRY OF DEFENCE,BH20 6JA,BOVINGTON CAMP MEDICAL CENTRE,"BOVINGTON CAMP, ALLENBY BARRACKS",0,BH20,441929403474
 Herts Valleys ,GP SURGERY,AL2 3JX,MIDWAY SURGERY,93 WATFORD ROAD,12400,AL02,441727832125
 North Somerset ,GP SURGERY,BS25 1AF,DR JOHN & PARTNERS,WINSCOMBE SURGERY,9000,BS24,441934842211
 Lambeth ,GP SURGERY,SW4 7NU,HETHERINGTON GROUP PRACTICE,18 HETHERINGTON ROAD,9400,SW04,442073262990
 Hillingdon ,GP SURGERY,UB4 0SF,THE WARREN PRACTICE,THE WARREN,7200,UB04,442085731781
 Aylesbury Vale ,GP PRACTICE DISPENSING,HP18 9AF,TRINITY HEALTH,HIGH STREET,11000,HP17,441844208228
 Chiltern ,GP SURGERY,HP5 3EZ,THE NEW SURGERY,CHESS MEDICAL CENTRE,10800,HP05,441494782262
 Oxfordshire ,GP PRACTICE DISPENSING,OX5 2TQ,ISLIP MEDICAL PRACTICE,BLETCHINGDON ROAD,5800,OX05,441865371666
 West Suffolk ,GP PRACTICE DISPENSING,CO10 7RF,THE GLEMSFORD SURGERY,LION ROAD,5000,CO10,441787280484
 Wiltshire ,GP PRACTICE DISPENSING,SN14 8DD,THE THREE SHIRES MEDICAL PRACTICE,35 HIGH STREET,9250,SN14,441225742028
 South Kent Coast ,GP SURGERY,CT19 5SR,THE NEW SURGERY,128 CANTERBURY ROAD,9625,CT19,441303243516
 Lincolnshire East ,GP PRACTICE DISPENSING,LN13 9HT,MERTON LODGE SURGERY,WEST STREET,7500,LN11,441507463262
 Herts Valleys ,GP SURGERY,HP23 5AE,THE NEW SURGERY,ST PETER'S HOUSE,3000,HP04,441442890661
 Cambs and Peterborough ,GP PRACTICE DISPENSING,SG8 5PT,ROYSIA SURGERY,BURNS ROAD,6500,SG08,441763243166
 Oxfordshire ,GP SURGERY,RG9 2DR,THE BELL SURGERY,YORK ROAD,8843,RG09,441491843250
 Oxfordshire ,GP SURGERY,RG9 2DR,HART SURGERY,YORK ROAD,10012,RG09,441491843200
 Kingston ,PRIVATE HOSPITAL,KT2 7EG,THE NEW VICTORIA HOSPITAL,184 COOMBE LANE WEST,0,KT02,442089499000
 West Hampshire ,GP PRACTICE DISPENSING,SO51 7QN,ABBEY MEAD SURGERY,GREAT WELL DRIVE,9082,SO51,441794517878
 Slough ,PRIVATE HOSPITAL,SL3 6NH,SPIRE THAMES VALLEY HOSPITAL,WEXHAM STREET,0,SL03,441753662241
 West Kent ,GP PRACTICE DISPENSING,TN3 0PE,DR SAWYER & PARTNERS,PENSHURST ROAD,7800,TN04,441892863040
 Gloucestershire ,GP SURGERY,GL11 5NE,THE CAM & ULEY FAMILY PRACTICE,THE ORCHARD MEDICAL CENTRE,10000,GL11,441453548666
 West Kent ,GP SURGERY,ME17 4PL,DR GASTON,146 HEATH ROAD,5000,ME15,441622744994
 East and N Herts ,GP SURGERY,SG9 9DL,ORCHARD SURGERY,BALDOCK ROAD,2600,SG11,441763272410
 Horsham and Mid Sussex ,GP SURGERY,RH12 1BG,PARK SURGERY,ALBION WAY,25400,RH12,441403330266
 Wiltshire ,GP SURGERY,SN13 9DL,THE PORCH SURGERY,BEECHFIELD ROAD,12000,SN14,441249712232
 Central London ,PRIVATE HOSPITAL,W1W 5AH,THE PORTLAND HOSPITAL,209 GREAT PORTLAND STREET,0,WZ01,442075804400
 East and N Herts ,GP SURGERY,SG4 9TH,THE PORTMILL SURGERY,114 QUEEN STREET,14000,SG05,441462434246
 Cambs and Peterborough ,GP PRACTICE DISPENSING,PE27 3ER,THE ORCHARD SURGERY,CONSTABLE ROAD,4300,PE27,441480466611
 Slough ,GP SURGERY,SL3 9EX,DR WATTS & PARTNERS,THE DATCHET HEALTH CENTRE,10500,SL03,441753541268
 Herts Valleys ,GP SURGERY,WD7 7JQ,DR GOLD & PARTNERS,RED HOUSE SURGERY,20000,WD06,441923855606
 Cambs and Peterborough ,GP PRACTICE DISPENSING,CB25 0AE,THE BURWELL SURGERY,NEWMARKET ROAD,8100,CB05,441638741234
 West Suffolk ,GP PRACTICE DISPENSING,IP28 8LB,REYNARD SURGERY,TURNPIKE ROAD,7000,IP28,441638552211
 Lambeth ,GP SURGERY,SW16 5HF,THE ROWANS SURGERY,1 WINDERMERE ROAD,9600,SW16,442087640407
 Camden ,HOSPITAL,NW3 2QG,ROYAL FREE HOSPITAL (ACUTE/COMMUNITY),POND STREET,0,NW03,442077940500
 Milton Keynes ,PRIVATE HOSPITAL,MK6 5LR,BMI THE SAXON CLINIC,CHADWICK DRIVE,0,MK10,441908665533
 Herts Valleys ,GP SURGERY,WD6 3BJ,DR SMITH & PARTNERS,SCHOPWICK SURGERY,12800,WD06,442036671850
 Herts Valleys ,GP SURGERY,WD25 7NL,SHEEPCOT MEDICAL CENTRE,6 CUNNINGHAM WAY,10130,WD25,441923672451
 South Eastern Hants ,GP SURGERY,GU30 7AQ,LIPHOOK VILLAGE SURGERY,THE SQUARE,5500,GU35,441428728270
 Chiltern ,GP SURGERY,HP9 1PS,DR FLETCHER & PARTNERS,THE SIMPSON CENTRE,17000,HP09,441494671571
 West Kent ,PRIVATE HOSPITAL,ME16 0DU,BMI SOMERFIELD HOSPITAL,63-77 LONDON ROAD,0,ME19,441622208000
 Mid Essex ,GP SURGERY,CM1 7PE,DR DAWTON & PARTNERS,HUMBER ROAD SURGERY,10649,CM01,448443878773
 Cambs and Peterborough ,GP PRACTICE DISPENSING,CB7 5JD,STAPLOE MEDICAL CENTRE,BREWHOUSE LANE,20000,CB07,441353624123
 South Gloucestershire ,GP SURGERY,BS34 6BQ,CONCORD MEDICAL CENTRE,BRAYDON AVENUE,14000,BS34,441454616767
 Dorset ,GP SURGERY,BH23 1PA,STOUR SURGERY,49 BARRACK ROAD,10000,BH23,441202464500
 Oxfordshire ,GP SURGERY,OX2 7BS,SUMMERTOWN HEALTH CENTRE,160 BANBURY ROAD,14500,OX02,441865515552
 Castle Point Rochford ,GP SURGERY,SS8 0JA,GRAFTON SURGERY,CENTRAL CANVEY PRIMARY CARE CENTRE,6214,SS08,441268686140
 Herts Valleys ,GP SURGERY,AL3 5ER,THE LATTIMORE SURGERY,1 UPTON AVENUE,8400,AL03,441727855160
 Herts Valleys ,GP SURGERY,AL1 4JE,DR SINHA,61 HATFIELD ROAD,4002,AL01,441727853079
 Herts Valleys ,GP SURGERY,AL2 1ES,VERULAM MEDICAL GROUP,COLNEY MEDICAL CENTRE,4100,AL02,441727822138
 Herts Valleys ,GP SURGERY,AL3 5NF,GRANGE STREET SURGERY,2 GRANGE STREET,10200,AL03,441727833550
 Herts Valleys ,GP SURGERY,AL5 4HX,DAVENPORT HOUSE SURGERY,DAVENPORT HOUSE,12750,AL05,441582767821
 East and N Herts ,GP SURGERY,AL7 3UJ,DR RULE & PARTNERS,PEARTREE SURGERY,23000,AL07,441707329292
 East and N Herts ,GP SURGERY,AL7 4PL,HALL GROVE GROUP PRACTICE,HALL GROVE SURGERY,15600,AL07,441707328528
 Bath and NE Somerset ,GP SURGERY,BA1 2SR,ST JAMES'S SURGERY,8-9 NORTHAMPTON BUILDINGS,10000,BA01,441225422911
 Bath and NE Somerset ,GP SURGERY,BA1 3PT,NEWBRIDGE SURGERY,129 NEWBRIDGE HILL,7800,BA01,441225425807
 Wiltshire ,GP SURGERY,BA14 9EN,WIDBROOK MEDICAL PRACTICE,72 WINGFIELD ROAD,6400,BA14,441225757120
 Wiltshire ,GP SURGERY,BA14 9AR,BRADFORD ROAD MEDICAL CENTRE,60 BRADFORD ROAD,10500,BA14,441225435711
 Bath and NE Somerset ,GP SURGERY,BA2 4BY,THE PULTENEY PRACTICE,PULTENEY STREET SURGERY,12000,BA02,441225464187
